Id_passageiro,Sobrevivente,Classe,Sexo,Sexo (Nominal),Idade,Irmaos_conjunges,Pais_Filhos,Bilhete,Custo_Bilhete,Cabine,Porto_embarque,Porto_embarque (Ordinal)
724,0,2,Masculino,1,50.0,0,0,250643,13.0,Nao identificado,S,3.0
725,1,1,Masculino,1,27.0,1,0,113806,53.1,E8,S,3.0
726,0,3,Masculino,1,20.0,0,0,315094,8.66,Nao identificado,S,3.0
727,1,2,Feminino,2,30.0,3,0,31027,21.0,Nao identificado,S,3.0
728,1,3,Feminino,2,,0,0,36866,7.74,Nao identificado,Q,2.0
729,0,2,Masculino,1,25.0,1,0,236853,26.0,Nao identificado,S,3.0
730,0,3,Feminino,2,25.0,1,0,STON/O2. 3101271,7.92,Nao identificado,S,3.0
731,1,1,Feminino,2,29.0,0,0,24160,211.34,B5,S,3.0
732,0,3,Masculino,1,11.0,0,0,2699,18.79,Nao identificado,C,1.0
733,0,2,Masculino,1,,0,0,239855,0.0,Nao identificado,S,3.0
734,0,2,Masculino,1,23.0,0,0,28425,13.0,Nao identificado,S,3.0
735,0,2,Masculino,1,23.0,0,0,233639,13.0,Nao identificado,S,3.0
736,0,3,Masculino,1,28.5,0,0,54636,16.1,Nao identificado,S,3.0
737,0,3,Feminino,2,48.0,1,3,W./C. 6608,34.38,Nao identificado,S,3.0
738,1,1,Masculino,1,35.0,0,0,PC 17755,512.33,B101,C,1.0
739,0,3,Masculino,1,,0,0,349201,7.9,Nao identificado,S,3.0
740,0,3,Masculino,1,,0,0,349218,7.9,Nao identificado,S,3.0
741,1,1,Masculino,1,,0,0,16988,30.0,D45,S,3.0
742,0,1,Masculino,1,36.0,1,0,19877,78.85,C46,S,3.0
743,1,1,Feminino,2,21.0,2,2,PC 17608,262.38,B57 B59 B63 B66,C,1.0
744,0,3,Masculino,1,24.0,1,0,376566,16.1,Nao identificado,S,3.0
745,1,3,Masculino,1,31.0,0,0,STON/O 2. 3101288,7.92,Nao identificado,S,3.0
746,0,1,Masculino,1,70.0,1,1,WE/P 5735,71.0,B22,S,3.0
747,0,3,Masculino,1,16.0,1,1,C.A. 2673,20.25,Nao identificado,S,3.0
748,1,2,Feminino,2,30.0,0,0,250648,13.0,Nao identificado,S,3.0
749,0,1,Masculino,1,19.0,1,0,113773,53.1,D30,S,3.0
750,0,3,Masculino,1,31.0,0,0,335097,7.75,Nao identificado,Q,2.0
753,0,3,Masculino,1,33.0,0,0,345780,9.5,Nao identificado,S,3.0
754,0,3,Masculino,1,23.0,0,0,349204,7.9,Nao identificado,S,3.0
755,1,2,Feminino,2,48.0,1,2,220845,65.0,Nao identificado,S,3.0
757,0,3,Masculino,1,28.0,0,0,350042,7.8,Nao identificado,S,3.0
758,0,2,Masculino,1,18.0,0,0,29108,11.5,Nao identificado,S,3.0
759,0,3,Masculino,1,34.0,0,0,363294,8.05,Nao identificado,S,3.0
760,1,1,Feminino,2,33.0,0,0,110152,86.5,B77,S,3.0
761,0,3,Masculino,1,,0,0,358585,14.5,Nao identificado,S,3.0
762,0,3,Masculino,1,41.0,0,0,SOTON/O2 3101272,7.12,Nao identificado,S,3.0
763,1,3,Masculino,1,20.0,0,0,2663,7.23,Nao identificado,C,1.0
764,1,1,Feminino,2,36.0,1,2,113760,120.0,B96 B98,S,3.0
765,0,3,Masculino,1,16.0,0,0,347074,7.78,Nao identificado,S,3.0
766,1,1,Feminino,2,51.0,1,0,13502,77.96,D11,S,3.0
767,0,1,Masculino,1,,0,0,112379,39.6,Nao identificado,C,1.0
768,0,3,Feminino,2,30.5,0,0,364850,7.75,Nao identificado,Q,2.0
769,0,3,Masculino,1,,1,0,371110,24.15,Nao identificado,Q,2.0
770,0,3,Masculino,1,32.0,0,0,8471,8.36,Nao identificado,S,3.0
771,0,3,Masculino,1,24.0,0,0,345781,9.5,Nao identificado,S,3.0
772,0,3,Masculino,1,48.0,0,0,350047,7.85,Nao identificado,S,3.0
773,0,2,Feminino,2,57.0,0,0,S.O./P.P. 3,10.5,E77,S,3.0
774,0,3,Masculino,1,,0,0,2674,7.22,Nao identificado,C,1.0
775,1,2,Feminino,2,54.0,1,3,29105,23.0,Nao identificado,S,3.0
776,0,3,Masculino,1,18.0,0,0,347078,7.75,Nao identificado,S,3.0
777,0,3,Masculino,1,,0,0,383121,7.75,F38,Q,2.0
779,0,3,Masculino,1,,0,0,36865,7.74,Nao identificado,Q,2.0
780,1,1,Feminino,2,43.0,0,1,24160,211.34,B3,S,3.0
781,1,3,Feminino,2,13.0,0,0,2687,7.23,Nao identificado,C,1.0
782,1,1,Feminino,2,17.0,1,0,17474,57.0,B20,S,3.0
783,0,1,Masculino,1,29.0,0,0,113501,30.0,D6,S,3.0
784,0,3,Masculino,1,,1,2,W./C. 6607,23.45,Nao identificado,S,3.0
785,0,3,Masculino,1,25.0,0,0,SOTON/O.Q. 3101312,7.05,Nao identificado,S,3.0
786,0,3,Masculino,1,25.0,0,0,374887,7.25,Nao identificado,S,3.0
787,1,3,Feminino,2,18.0,0,0,3101265,7.5,Nao identificado,S,3.0
790,0,1,Masculino,1,46.0,0,0,PC 17593,79.2,B82 B84,C,1.0
791,0,3,Masculino,1,,0,0,12460,7.75,Nao identificado,Q,2.0
792,0,2,Masculino,1,16.0,0,0,239865,26.0,Nao identificado,S,3.0
793,0,3,Feminino,2,,8,2,CA. 2343,69.55,Nao identificado,S,3.0
794,0,1,Masculino,1,,0,0,PC 17600,30.7,Nao identificado,C,1.0
795,0,3,Masculino,1,25.0,0,0,349203,7.9,Nao identificado,S,3.0
796,0,2,Masculino,1,39.0,0,0,28213,13.0,Nao identificado,S,3.0
797,1,1,Feminino,2,49.0,0,0,17465,25.93,D17,S,3.0
798,1,3,Feminino,2,31.0,0,0,349244,8.68,Nao identificado,S,3.0
799,0,3,Masculino,1,30.0,0,0,2685,7.23,Nao identificado,C,1.0
800,0,3,Feminino,2,30.0,1,1,345773,24.15,Nao identificado,S,3.0
801,0,2,Masculino,1,34.0,0,0,250647,13.0,Nao identificado,S,3.0
802,1,2,Feminino,2,31.0,1,1,C.A. 31921,26.25,Nao identificado,S,3.0
803,1,1,Masculino,1,11.0,1,2,113760,120.0,B96 B98,S,3.0
805,1,3,Masculino,1,27.0,0,0,347089,6.98,Nao identificado,S,3.0
806,0,3,Masculino,1,31.0,0,0,347063,7.78,Nao identificado,S,3.0
807,0,1,Masculino,1,39.0,0,0,112050,0.0,A36,S,3.0
808,0,3,Feminino,2,18.0,0,0,347087,7.78,Nao identificado,S,3.0
809,0,2,Masculino,1,39.0,0,0,248723,13.0,Nao identificado,S,3.0
810,1,1,Feminino,2,33.0,1,0,113806,53.1,E8,S,3.0
811,0,3,Masculino,1,26.0,0,0,3474,7.89,Nao identificado,S,3.0
812,0,3,Masculino,1,39.0,0,0,A/4 48871,24.15,Nao identificado,S,3.0
813,0,2,Masculino,1,35.0,0,0,28206,10.5,Nao identificado,S,3.0
815,0,3,Masculino,1,30.5,0,0,364499,8.05,Nao identificado,S,3.0
816,0,1,Masculino,1,,0,0,112058,0.0,B102,S,3.0
817,0,3,Feminino,2,23.0,0,0,STON/O2. 3101290,7.92,Nao identificado,S,3.0
818,0,2,Masculino,1,31.0,1,1,S.C./PARIS 2079,37.0,Nao identificado,C,1.0
819,0,3,Masculino,1,43.0,0,0,C 7075,6.45,Nao identificado,S,3.0
821,1,1,Feminino,2,52.0,1,1,12749,93.5,B69,S,3.0
822,1,3,Masculino,1,27.0,0,0,315098,8.66,Nao identificado,S,3.0
823,0,1,Masculino,1,38.0,0,0,19972,0.0,Nao identificado,S,3.0
824,1,3,Feminino,2,27.0,0,1,392096,12.48,E121,S,3.0
826,0,3,Masculino,1,,0,0,368323,6.95,Nao identificado,Q,2.0
827,0,3,Masculino,1,,0,0,1601,56.5,Nao identificado,S,3.0
829,1,3,Masculino,1,,0,0,367228,7.75,Nao identificado,Q,2.0
830,1,1,Feminino,2,62.0,0,0,113572,80.0,B28,,
831,1,3,Feminino,2,15.0,1,0,2659,14.45,Nao identificado,C,1.0
833,0,3,Masculino,1,,0,0,2671,7.23,Nao identificado,C,1.0
834,0,3,Masculino,1,23.0,0,0,347468,7.85,Nao identificado,S,3.0
835,0,3,Masculino,1,18.0,0,0,2223,8.3,Nao identificado,S,3.0
836,1,1,Feminino,2,39.0,1,1,PC 17756,83.16,E49,C,1.0
837,0,3,Masculino,1,21.0,0,0,315097,8.66,Nao identificado,S,3.0
838,0,3,Masculino,1,,0,0,392092,8.05,Nao identificado,S,3.0
839,1,3,Masculino,1,32.0,0,0,1601,56.5,Nao identificado,S,3.0
840,1,1,Masculino,1,,0,0,11774,29.7,C47,C,1.0
841,0,3,Masculino,1,20.0,0,0,SOTON/O2 3101287,7.92,Nao identificado,S,3.0
842,0,2,Masculino,1,16.0,0,0,S.O./P.P. 3,10.5,Nao identificado,S,3.0
843,1,1,Feminino,2,30.0,0,0,113798,31.0,Nao identificado,C,1.0
844,0,3,Masculino,1,34.5,0,0,2683,6.44,Nao identificado,C,1.0
845,0,3,Masculino,1,17.0,0,0,315090,8.66,Nao identificado,S,3.0
846,0,3,Masculino,1,42.0,0,0,C.A. 5547,7.55,Nao identificado,S,3.0
847,0,3,Masculino,1,,8,2,CA. 2343,69.55,Nao identificado,S,3.0
848,0,3,Masculino,1,35.0,0,0,349213,7.9,Nao identificado,C,1.0
849,0,2,Masculino,1,28.0,0,1,248727,33.0,Nao identificado,S,3.0
850,1,1,Feminino,2,,1,0,17453,89.1,C92,C,1.0
852,0,3,Masculino,1,74.0,0,0,347060,7.78,Nao identificado,S,3.0
854,1,1,Feminino,2,16.0,0,1,PC 17592,39.4,D28,S,3.0
855,0,2,Feminino,2,44.0,1,0,244252,26.0,Nao identificado,S,3.0
856,1,3,Feminino,2,18.0,0,1,392091,9.35,Nao identificado,S,3.0
857,1,1,Feminino,2,45.0,1,1,36928,164.87,Nao identificado,S,3.0
858,1,1,Masculino,1,51.0,0,0,113055,26.55,E17,S,3.0
859,1,3,Feminino,2,24.0,0,3,2666,19.26,Nao identificado,C,1.0
860,0,3,Masculino,1,,0,0,2629,7.23,Nao identificado,C,1.0
861,0,3,Masculino,1,41.0,2,0,350026,14.11,Nao identificado,S,3.0
862,0,2,Masculino,1,21.0,1,0,28134,11.5,Nao identificado,S,3.0
863,1,1,Feminino,2,48.0,0,0,17466,25.93,D17,S,3.0
864,0,3,Feminino,2,,8,2,CA. 2343,69.55,Nao identificado,S,3.0
865,0,2,Masculino,1,24.0,0,0,233866,13.0,Nao identificado,S,3.0
866,1,2,Feminino,2,42.0,0,0,236852,13.0,Nao identificado,S,3.0
867,1,2,Feminino,2,27.0,1,0,SC/PARIS 2149,13.86,Nao identificado,C,1.0
868,0,1,Masculino,1,31.0,0,0,PC 17590,50.5,A24,S,3.0
869,0,3,Masculino,1,,0,0,345777,9.5,Nao identificado,S,3.0
871,0,3,Masculino,1,26.0,0,0,349248,7.9,Nao identificado,S,3.0
872,1,1,Feminino,2,47.0,1,1,11751,52.55,D35,S,3.0
873,0,1,Masculino,1,33.0,0,0,695,5.0,B51 B53 B55,S,3.0
874,0,3,Masculino,1,47.0,0,0,345765,9.0,Nao identificado,S,3.0
875,1,2,Feminino,2,28.0,1,0,P/PP 3381,24.0,Nao identificado,C,1.0
876,1,3,Feminino,2,15.0,0,0,2667,7.22,Nao identificado,C,1.0
877,0,3,Masculino,1,20.0,0,0,7534,9.85,Nao identificado,S,3.0
878,0,3,Masculino,1,19.0,0,0,349212,7.9,Nao identificado,S,3.0
879,0,3,Masculino,1,,0,0,349217,7.9,Nao identificado,S,3.0
880,1,1,Feminino,2,56.0,0,1,11767,83.16,C50,C,1.0
881,1,2,Feminino,2,25.0,0,1,230433,26.0,Nao identificado,S,3.0
882,0,3,Masculino,1,33.0,0,0,349257,7.9,Nao identificado,S,3.0
883,0,3,Feminino,2,22.0,0,0,7552,10.52,Nao identificado,S,3.0
884,0,2,Masculino,1,28.0,0,0,C.A./SOTON 34068,10.5,Nao identificado,S,3.0
885,0,3,Masculino,1,25.0,0,0,SOTON/OQ 392076,7.05,Nao identificado,S,3.0
886,0,3,Feminino,2,39.0,0,5,382652,29.12,Nao identificado,Q,2.0
887,0,2,Masculino,1,27.0,0,0,211536,13.0,Nao identificado,S,3.0
888,1,1,Feminino,2,19.0,0,0,112053,30.0,B42,S,3.0
889,0,3,Feminino,2,,1,2,W./C. 6607,23.45,Nao identificado,S,3.0
890,1,1,Masculino,1,26.0,0,0,111369,30.0,C148,C,1.0
891,0,3,Masculino,1,32.0,0,0,370376,7.75,Nao identificado,Q,2.0
